post,comment,like,total_count,max_delta,last_person_event,max_delta_period_start,max_delta_period_end,id
5,4,11,20,"499 days, 0:11:47",2013-02-04 00:16:05,2010-02-01 10:32:08,2011-06-15 10:43:55,3667
537,0,1,538,"499 days, 1:02:59",2013-01-25 06:17:38,2010-02-01 10:32:08,2011-06-15 11:35:07,9510
46,14,125,185,"499 days, 14:13:50",2013-02-06 09:11:21,2010-02-01 10:32:08,2011-06-16 00:45:58,3835
9,19,123,151,"500 days, 13:33:26",2013-02-02 03:41:23,2010-02-01 10:32:08,2011-06-17 00:05:34,9181
788,0,39,827,"500 days, 18:44:09",2013-01-29 06:32:00,2010-02-01 10:32:08,2011-06-17 05:16:17,4549
328,0,0,328,"500 days, 23:56:41",2013-01-30 06:10:35,2010-02-01 10:32:08,2011-06-17 10:28:49,516
18,0,35,53,"501 days, 0:15:01",2013-01-28 11:09:07,2010-02-01 10:32:08,2011-06-17 10:47:09,6611
362,1,1,364,"501 days, 0:42:21",2013-01-29 06:03:14,2010-02-01 10:32:08,2011-06-17 11:14:29,8456
10,1,41,52,"501 days, 20:38:40",2013-02-02 05:55:13,2010-02-01 10:32:08,2011-06-18 07:10:48,412
30,80,260,370,"502 days, 13:48:08",2013-02-04 03:00:37,2010-02-01 10:32:08,2011-06-19 00:20:16,1947
385,48,187,620,"502 days, 22:50:44",2013-02-04 08:46:45,2010-02-01 10:32:08,2011-06-19 09:22:52,9056
47,8,77,132,"503 days, 17:48:20",2013-01-27 03:17:33,2010-02-01 10:32:08,2011-06-20 04:20:28,1930
608,10,124,742,"503 days, 17:56:48",2013-02-04 09:00:14,2010-02-01 10:32:08,2011-06-20 04:28:56,1415
323,0,16,339,"503 days, 21:28:27",2013-01-18 08:43:06,2010-02-01 10:32:08,2011-06-20 08:00:35,8366
112,143,272,527,"504 days, 0:05:40",2013-02-06 10:02:09,2010-02-01 10:32:08,2011-06-20 10:37:48,6146
200,0,0,200,"504 days, 17:25:38",2013-01-20 03:12:43,2010-02-01 10:32:08,2011-06-21 03:57:46,7732
510,1,0,511,"504 days, 21:45:00",2013-01-28 11:38:51,2010-02-01 10:32:08,2011-06-21 08:17:08,2360
12,0,0,12,"504 days, 23:19:33",2012-12-31 01:29:04,2010-02-01 10:32:08,2011-06-21 09:51:41,9036
179,49,129,357,"506 days, 0:13:08",2013-02-02 08:41:13,2010-02-01 10:32:08,2011-06-22 10:45:16,7551
635,13,28,676,"506 days, 15:09:05",2013-02-02 04:53:29,2010-02-01 10:32:08,2011-06-23 01:41:13,2278
620,30,168,818,"506 days, 16:07:54",2013-01-30 11:53:17,2010-02-01 10:32:08,2011-06-23 02:40:02,5371
167,8,163,338,"506 days, 20:46:51",2013-02-02 00:52:29,2010-02-01 10:32:08,2011-06-23 07:18:59,2829
3,1,24,28,"507 days, 0:35:26",2012-12-12 05:35:58,2010-02-01 10:32:08,2011-06-23 11:07:34,4579
2,0,0,2,"507 days, 17:06:02",2012-07-04 04:33:41,2010-02-01 10:32:08,2011-06-24 03:38:10,8299
7,0,19,26,"507 days, 23:20:31",2013-01-31 00:49:11,2010-02-01 10:32:08,2011-06-24 09:52:39,5725
731,1,4,736,"508 days, 17:57:56",2013-01-24 05:27:46,2010-02-01 10:32:08,2011-06-25 04:30:04,2027
452,4,55,511,"508 days, 20:40:02",2013-02-03 07:53:02,2010-02-01 10:32:08,2011-06-25 07:12:10,4464
243,33,119,395,"509 days, 13:58:05",2013-02-06 03:55:48,2010-02-01 10:32:08,2011-06-26 00:30:13,7562
549,0,16,565,"509 days, 18:27:28",2013-01-31 07:29:00,2010-02-01 10:32:08,2011-06-26 04:59:36,9274
453,8,47,508,"510 days, 0:45:27",2013-01-30 08:43:03,2010-04-09 09:33:18,2011-09-01 10:18:45,7041
5,0,11,16,"510 days, 18:21:24",2013-01-31 06:40:38,2010-02-01 10:32:08,2011-06-27 04:53:32,914
349,0,0,349,"511 days, 14:42:56",2012-12-19 11:50:05,2010-02-01 10:32:08,2011-06-28 01:15:04,1755
13,1,4,18,"511 days, 16:59:45",2013-01-27 01:57:21,2010-02-01 10:32:08,2011-06-28 03:31:53,2753
319,0,16,335,"512 days, 0:09:11",2013-01-17 05:44:46,2010-02-01 10:32:08,2011-06-28 10:41:19,6492
181,16,63,260,"512 days, 20:12:25",2013-01-30 00:05:19,2010-03-06 04:37:20,2011-08-01 00:49:45,4503
36,12,146,194,"512 days, 23:54:55",2013-02-03 11:47:16,2010-02-01 10:32:08,2011-06-29 10:27:03,6166
507,0,7,514,"513 days, 19:18:51",2013-01-21 07:27:54,2010-02-01 10:32:08,2011-06-30 05:50:59,3006
684,0,12,696,"513 days, 21:45:55",2013-01-24 07:34:49,2010-02-01 10:32:08,2011-06-30 08:18:03,1908
401,0,28,429,"514 days, 15:50:21",2013-01-31 08:53:00,2010-02-01 10:32:08,2011-07-01 02:22:29,1223
3,13,112,128,"515 days, 0:06:55",2013-02-02 09:30:47,2010-02-01 10:32:08,2011-07-01 10:39:03,9610
520,1,0,521,"515 days, 15:03:47",2013-01-29 06:09:12,2010-02-01 10:32:08,2011-07-02 01:35:55,874
484,1,10,495,"517 days, 1:09:48",2013-01-19 11:18:07,2010-02-01 10:32:08,2011-07-03 11:41:56,2275
705,1,0,706,"517 days, 15:35:38",2013-01-19 04:40:24,2010-02-01 10:32:08,2011-07-04 02:07:46,2768
333,0,5,338,"518 days, 0:29:40",2013-01-23 01:59:22,2010-02-01 10:32:08,2011-07-04 11:01:48,622
41,75,210,326,"518 days, 13:28:39",2013-02-02 03:54:32,2010-02-01 10:32:08,2011-07-05 00:00:47,6140
1,0,49,50,"518 days, 15:03:03",2013-01-28 00:43:24,2010-02-01 10:32:08,2011-07-05 01:35:11,9471
743,7,14,764,"518 days, 18:40:38",2013-01-28 08:42:14,2010-02-01 10:32:08,2011-07-05 05:12:46,3130
196,3,48,247,"518 days, 21:35:09",2013-01-28 10:59:53,2010-02-01 10:32:08,2011-07-05 08:07:17,3183
611,0,0,611,"519 days, 14:31:45",2013-01-23 06:57:52,2010-02-01 10:32:08,2011-07-06 01:03:53,8987
509,2,34,545,"519 days, 14:53:14",2013-01-29 10:34:13,2010-02-01 10:32:08,2011-07-06 01:25:22,7647
172,0,0,172,"519 days, 16:48:32",2013-01-11 04:00:08,2010-02-01 10:32:08,2011-07-06 03:20:40,3878
0,0,18,18,"519 days, 16:54:35",2013-01-26 00:03:14,2010-02-01 10:32:08,2011-07-06 03:26:43,6582
179,17,224,420,"520 days, 22:22:04",2013-02-03 02:18:27,2010-02-01 10:32:08,2011-07-07 08:54:12,12
10,0,23,33,"521 days, 16:14:37",2013-01-13 11:58:31,2010-02-01 10:32:08,2011-07-08 02:46:45,3213
3,5,12,20,"521 days, 19:57:41",2013-02-07 05:14:22,2010-02-01 10:32:08,2011-07-08 06:29:49,2587
452,197,421,1070,"521 days, 23:39:55",2013-02-05 11:09:41,2010-02-01 10:32:08,2011-07-08 10:12:03,5903
535,26,88,649,"522 days, 1:23:01",2013-01-31 11:40:15,2010-02-01 10:32:08,2011-07-08 11:55:09,4626
202,0,0,202,"522 days, 18:55:00",2013-01-05 11:49:33,2010-02-01 10:32:08,2011-07-09 05:27:08,1520
235,3,54,292,"522 days, 19:48:00",2013-02-02 08:42:29,2010-02-01 10:32:08,2011-07-09 06:20:08,6053
9,0,40,49,"523 days, 16:30:44",2013-01-27 03:01:27,2010-02-01 10:32:08,2011-07-10 03:02:52,175
159,0,12,171,"523 days, 22:46:47",2013-01-23 07:57:35,2010-02-01 10:32:08,2011-07-10 09:18:55,7760
299,0,39,338,"524 days, 0:02:32",2013-01-29 11:44:38,2010-02-01 10:32:08,2011-07-10 10:34:40,2785
9,2,70,81,"525 days, 14:57:42",2013-01-29 04:41:45,2010-02-01 10:32:08,2011-07-12 01:29:50,8509
568,0,0,568,"525 days, 15:34:55",2013-01-29 06:58:35,2010-02-01 10:32:08,2011-07-12 02:07:03,2906
120,98,48,266,"525 days, 18:14:44",2013-02-05 09:25:28,2010-02-01 10:32:08,2011-07-12 04:46:52,7912
197,14,28,239,"525 days, 18:46:25",2013-01-27 09:13:07,2010-02-01 10:32:08,2011-07-12 05:18:33,142
13,0,15,28,"525 days, 19:24:14",2013-01-14 03:20:24,2010-02-01 10:32:08,2011-07-12 05:56:22,6161
439,0,0,439,"526 days, 13:58:49",2013-01-30 01:07:19,2010-02-01 10:32:08,2011-07-13 00:30:57,7615
137,1,20,158,"526 days, 18:50:44",2013-01-26 06:35:41,2010-02-01 10:32:08,2011-07-13 05:22:52,7800
1,0,13,14,"527 days, 15:01:19",2013-01-31 02:12:43,2010-02-01 10:32:08,2011-07-14 01:33:27,268
209,2,0,211,"527 days, 20:21:24",2013-01-30 08:51:51,2010-02-01 10:32:08,2011-07-14 06:53:32,1075
18,12,103,133,"528 days, 13:44:15",2013-01-27 03:15:24,2010-02-01 10:32:08,2011-07-15 00:16:23,6470
66,3,10,79,"528 days, 18:44:32",2013-01-26 06:31:50,2010-02-01 10:32:08,2011-07-15 05:16:40,1329
5,2,32,39,"528 days, 21:06:22",2013-01-26 08:20:34,2010-02-01 10:32:08,2011-07-15 07:38:30,1909
136,17,86,239,"528 days, 21:23:51",2013-01-26 08:20:40,2010-02-01 10:32:08,2011-07-15 07:55:59,9778
6,4,88,98,"528 days, 23:34:48",2013-01-30 11:24:54,2010-02-01 10:32:08,2011-07-15 10:06:56,9684
13,1,82,96,"529 days, 18:30:11",2013-02-04 09:53:56,2010-02-01 10:32:08,2011-07-16 05:02:19,3338
206,36,177,419,"529 days, 22:39:08",2013-02-03 08:40:41,2010-02-01 10:32:08,2011-07-16 09:11:16,8715
184,24,69,277,"530 days, 15:02:21",2013-02-04 03:26:48,2010-02-01 10:32:08,2011-07-17 01:34:29,2448
390,0,0,390,"530 days, 19:27:33",2013-01-26 02:59:06,2010-02-01 10:32:08,2011-07-17 05:59:41,3342
229,56,61,346,"530 days, 23:12:03",2013-01-25 07:02:47,2010-02-01 10:32:08,2011-07-17 09:44:11,4537
2,5,133,140,"532 days, 14:11:50",2013-02-02 04:53:14,2010-02-01 10:32:08,2011-07-19 00:43:58,7092
543,7,30,580,"532 days, 15:46:02",2013-02-04 06:51:30,2010-02-01 10:32:08,2011-07-19 02:18:10,4036
103,10,6,119,"533 days, 16:24:58",2013-02-06 02:40:53,2010-02-01 10:32:08,2011-07-20 02:57:06,981
12,3,12,27,"534 days, 1:23:15",2013-01-08 05:38:35,2010-02-01 10:32:08,2011-07-20 11:55:23,7302
16,2,13,31,"534 days, 14:21:13",2012-12-24 03:36:15,2010-02-01 10:32:08,2011-07-21 00:53:21,5240
298,1,0,299,"534 days, 16:12:53",2013-01-31 06:25:06,2010-02-01 10:32:08,2011-07-21 02:45:01,140
10,0,9,19,"534 days, 18:47:02",2013-02-04 04:31:07,2010-02-01 10:32:08,2011-07-21 05:19:10,601
211,3,23,237,"535 days, 17:47:29",2013-01-08 02:33:44,2010-02-01 10:32:08,2011-07-22 04:19:37,4946
153,0,0,153,"535 days, 19:15:16",2012-12-11 08:17:42,2010-02-01 10:32:08,2011-07-22 05:47:24,9467
357,6,123,486,"537 days, 1:15:17",2013-02-02 08:39:11,2010-02-01 10:32:08,2011-07-23 11:47:25,6050
72,9,129,210,"537 days, 16:52:08",2013-02-02 10:36:52,2010-02-01 10:32:08,2011-07-24 03:24:16,9998
360,0,16,376,"538 days, 18:14:09",2013-01-22 06:46:40,2010-02-01 10:32:08,2011-07-25 04:46:17,2641
240,2,15,257,"539 days, 1:13:34",2013-01-15 08:30:17,2010-02-01 10:32:08,2011-07-25 11:45:42,1835
713,2,4,719,"539 days, 19:01:28",2013-01-29 04:13:44,2010-02-01 10:32:08,2011-07-26 05:33:36,3147
573,1,8,582,"539 days, 20:45:08",2013-01-31 11:00:29,2010-02-01 10:32:08,2011-07-26 07:17:16,2595
140,0,5,145,"540 days, 18:17:41",2013-01-24 01:44:00,2010-02-01 10:32:08,2011-07-27 04:49:49,1534
31,3,29,63,"541 days, 15:20:09",2013-02-02 07:16:28,2010-02-01 10:32:08,2011-07-28 01:52:17,3982
192,0,2,194,"542 days, 0:29:30",2012-12-13 09:31:46,2010-02-01 10:32:08,2011-07-28 11:01:38,9378
20,4,0,24,"542 days, 23:53:31",2013-01-31 02:34:20,2010-02-01 10:32:08,2011-07-29 10:25:39,257
42,3,8,53,"543 days, 18:56:28",2013-02-02 04:11:28,2010-02-01 10:32:08,2011-07-30 05:28:36,5129
0,0,5,5,"543 days, 21:46:21",2012-09-17 06:28:14,2010-02-01 10:32:08,2011-07-30 08:18:29,1974
91,9,50,150,"544 days, 13:48:36",2013-02-03 09:07:33,2010-02-01 10:32:08,2011-07-31 00:20:44,9176
126,2,19,147,"544 days, 15:57:08",2013-01-31 11:40:55,2010-02-01 10:32:08,2011-07-31 02:29:16,6785
687,2,36,725,"544 days, 17:28:14",2013-01-25 05:17:47,2010-02-01 10:32:08,2011-07-31 04:00:22,3639
382,0,37,419,"545 days, 15:30:56",2013-02-01 07:58:24,2010-02-01 10:32:08,2011-08-01 02:03:04,7749
457,1,1,459,"545 days, 19:05:02",2013-01-27 06:47:40,2010-02-01 10:32:08,2011-08-01 05:37:10,7839
186,19,104,309,"546 days, 14:05:04",2013-02-04 10:53:36,2010-02-01 10:32:08,2011-08-02 00:37:12,6725
12,0,31,43,"546 days, 22:19:20",2013-01-28 10:03:24,2010-02-01 10:32:08,2011-08-02 08:51:28,6067
5,1,21,27,"547 days, 20:37:33",2013-01-23 07:54:20,2010-02-01 10:32:08,2011-08-03 07:09:41,5322
70,1,6,77,"547 days, 21:23:55",2013-01-14 03:43:41,2010-02-01 10:32:08,2011-08-03 07:56:03,7285
294,1,21,316,"547 days, 22:39:40",2013-01-31 04:50:42,2010-02-01 10:32:08,2011-08-03 09:11:48,4752
415,11,13,439,"548 days, 6:37:13",2013-01-31 04:54:42,2010-05-18 04:16:51,2011-11-17 10:54:04,204
363,0,22,385,"548 days, 16:19:13",2013-02-02 07:09:05,2010-02-01 10:32:08,2011-08-04 02:51:21,9919
143,1,21,165,"548 days, 23:17:44",2013-01-29 05:07:14,2010-02-01 10:32:08,2011-08-04 09:49:52,2273
536,4,64,604,"549 days, 16:02:48",2013-01-26 04:45:58,2010-02-01 10:32:08,2011-08-05 02:34:56,1791
372,28,13,413,"549 days, 17:11:28",2013-02-04 03:51:00,2010-02-01 10:32:08,2011-08-05 03:43:36,2538
413,1,22,436,"550 days, 0:21:33",2013-02-03 01:34:18,2010-02-01 10:32:08,2011-08-05 10:53:41,5700
13,2,50,65,"550 days, 19:37:00",2013-02-03 09:11:26,2010-02-01 10:32:08,2011-08-06 06:09:08,508
123,2,24,149,"551 days, 14:48:40",2013-01-29 09:26:44,2010-02-01 10:32:08,2011-08-07 01:20:48,9335
575,12,52,639,"551 days, 16:24:26",2013-02-03 05:08:53,2010-02-01 10:32:08,2011-08-07 02:56:34,7353
320,2,38,360,"551 days, 17:08:01",2013-02-05 05:28:15,2010-02-01 10:32:08,2011-08-07 03:40:09,7172
748,8,51,807,"551 days, 23:09:54",2013-02-03 04:08:37,2010-02-01 10:32:08,2011-08-07 09:42:02,8300
202,0,0,202,"552 days, 0:54:50",2013-01-29 07:24:29,2010-02-01 10:32:08,2011-08-07 11:26:58,4856
22,0,19,41,"552 days, 14:42:23",2013-01-18 00:52:14,2010-02-01 10:32:08,2011-08-08 01:14:31,7026
10,54,131,195,"552 days, 15:08:45",2013-01-31 00:11:02,2010-02-01 10:32:08,2011-08-08 01:40:53,3567
191,1,12,204,"552 days, 17:17:17",2013-02-02 00:46:10,2010-02-01 10:32:08,2011-08-08 03:49:25,9815
285,3,62,350,"552 days, 18:05:01",2013-01-31 00:45:35,2010-02-01 10:32:08,2011-08-08 04:37:09,2167
9,2,5,16,"552 days, 20:26:36",2013-01-07 02:26:07,2010-02-01 10:32:08,2011-08-08 06:58:44,4754
772,0,7,779,"552 days, 21:59:27",2013-01-25 08:16:13,2010-02-01 10:32:08,2011-08-08 08:31:35,5204
83,34,101,218,"553 days, 16:16:01",2013-02-05 08:52:01,2010-02-01 10:32:08,2011-08-09 02:48:09,2303
705,2,31,738,"553 days, 19:18:29",2013-01-31 07:37:24,2010-02-01 10:32:08,2011-08-09 05:50:37,9793
13,93,105,211,"553 days, 19:47:27",2013-01-30 11:57:00,2010-02-01 10:32:08,2011-08-09 06:19:35,3045
310,14,39,363,"553 days, 21:06:32",2012-12-31 01:19:27,2010-02-01 10:32:08,2011-08-09 07:38:40,3319
660,0,7,667,"554 days, 18:06:40",2013-01-24 11:09:38,2010-02-01 10:32:08,2011-08-10 04:38:48,2823
1,2,20,23,"554 days, 22:34:23",2013-01-27 11:00:09,2010-02-01 10:32:08,2011-08-10 09:06:31,8061
643,0,0,643,"555 days, 13:55:03",2013-01-25 02:47:34,2010-02-01 10:32:08,2011-08-11 00:27:11,2525
586,12,60,658,"556 days, 19:30:51",2013-01-25 01:34:10,2010-02-01 10:32:08,2011-08-12 06:02:59,5470
104,116,185,405,"556 days, 19:50:13",2013-02-02 08:50:23,2010-02-01 10:32:08,2011-08-12 06:22:21,982
6,4,84,94,"556 days, 22:17:46",2013-01-04 03:06:22,2010-02-01 10:32:08,2011-08-12 08:49:54,2556
7,14,119,140,"557 days, 22:11:15",2013-02-05 10:11:42,2010-02-01 10:32:08,2011-08-13 08:43:23,8253
159,7,44,210,"557 days, 22:40:40",2013-02-01 02:07:16,2010-02-01 10:32:08,2011-08-13 09:12:48,1199
2,1,46,49,"558 days, 17:35:54",2013-02-01 01:58:13,2010-02-01 10:32:08,2011-08-14 04:08:02,7494
0,1,11,12,"559 days, 17:44:11",2013-01-12 05:09:20,2010-02-01 10:32:08,2011-08-15 04:16:19,8990
429,1,5,435,"559 days, 19:59:39",2013-01-22 02:28:38,2010-02-01 10:32:08,2011-08-15 06:31:47,3062
359,0,12,371,"559 days, 20:16:59",2013-01-20 10:35:51,2010-02-01 10:32:08,2011-08-15 06:49:07,4226
119,1,24,144,"560 days, 0:46:17",2013-01-27 11:37:49,2010-02-01 10:32:08,2011-08-15 11:18:25,7888
524,0,2,526,"560 days, 17:06:54",2013-01-29 06:21:32,2010-02-01 10:32:08,2011-08-16 03:39:02,2463
497,0,0,497,"560 days, 21:16:53",2013-01-17 05:35:23,2010-02-01 10:32:08,2011-08-16 07:49:01,6048
2,0,36,38,"560 days, 21:17:05",2013-01-22 07:06:51,2010-02-01 10:32:08,2011-08-16 07:49:13,6575
28,6,419,453,"561 days, 14:45:51",2013-01-28 10:35:24,2010-02-01 10:32:08,2011-08-17 01:17:59,2315
431,0,0,431,"561 days, 16:32:12",2013-01-14 05:14:48,2010-02-01 10:32:08,2011-08-17 03:04:20,5334
5,0,9,14,"561 days, 23:45:58",2013-01-29 05:47:42,2010-02-01 10:32:08,2011-08-17 10:18:06,6721
179,1,15,195,"562 days, 15:58:57",2013-01-29 08:20:07,2010-02-01 10:32:08,2011-08-18 02:31:05,7628
12,3,3,18,"562 days, 19:18:10",2013-01-31 01:31:08,2010-02-01 10:32:08,2011-08-18 05:50:18,9651
140,17,172,329,"562 days, 19:56:04",2013-02-02 02:39:48,2010-02-01 10:32:08,2011-08-18 06:28:12,9018
655,0,20,675,"562 days, 23:02:17",2013-01-22 06:15:39,2010-02-01 10:32:08,2011-08-18 09:34:25,330
3,0,4,7,"563 days, 5:06:59",2013-01-30 08:53:05,2011-03-04 03:32:10,2012-09-17 08:39:09,1665
11,1,44,56,"564 days, 17:14:22",2013-02-06 09:36:38,2010-02-01 10:32:08,2011-08-20 03:46:30,6224
323,0,33,356,"565 days, 0:29:53",2013-01-31 10:51:56,2010-02-01 10:32:08,2011-08-20 11:02:01,9680
194,0,0,194,"565 days, 18:29:18",2013-01-08 10:12:38,2010-02-01 10:32:08,2011-08-21 05:01:26,1092
6,13,47,66,"565 days, 23:44:37",2013-01-31 07:59:16,2010-02-01 10:32:08,2011-08-21 10:16:45,4228
10,8,26,44,"566 days, 17:24:33",2013-02-03 06:41:09,2010-02-01 10:32:08,2011-08-22 03:56:41,373
167,7,1,175,"566 days, 17:28:55",2013-02-05 00:59:47,2010-02-01 10:32:08,2011-08-22 04:01:03,9326
58,1,51,110,"566 days, 20:19:20",2013-02-03 08:03:35,2010-02-01 10:32:08,2011-08-22 06:51:28,4040
320,0,0,320,"568 days, 0:42:20",2013-01-29 06:42:02,2010-02-01 10:32:08,2011-08-23 11:14:28,8225
371,1,4,376,"568 days, 18:32:18",2013-01-25 10:39:30,2010-02-01 10:32:08,2011-08-24 05:04:26,6182
158,0,1,159,"568 days, 23:12:06",2013-02-01 00:12:25,2010-02-01 10:32:08,2011-08-24 09:44:14,6911
357,2,6,365,"569 days, 17:15:46",2013-01-25 02:55:23,2010-02-01 10:32:08,2011-08-25 03:47:54,747
59,99,112,270,"570 days, 22:21:54",2013-02-04 02:53:03,2010-02-01 10:32:08,2011-08-26 08:54:02,2320
13,2,11,26,"571 days, 0:28:48",2013-01-29 03:51:57,2010-02-01 10:32:08,2011-08-26 11:00:56,528
587,0,3,590,"571 days, 16:20:33",2013-01-27 05:36:53,2010-02-01 10:32:08,2011-08-27 02:52:41,3201
301,0,0,301,"571 days, 18:51:24",2013-01-05 06:18:58,2010-02-01 10:32:08,2011-08-27 05:23:32,3341
359,1,18,378,"571 days, 22:25:57",2013-02-01 06:01:20,2010-02-01 10:32:08,2011-08-27 08:58:05,9927
360,0,7,367,"572 days, 14:45:13",2013-02-01 09:12:23,2010-02-01 10:32:08,2011-08-28 01:17:21,537
611,0,12,623,"572 days, 20:03:50",2013-01-27 03:26:06,2010-02-01 10:32:08,2011-08-28 06:35:58,113
34,7,87,128,"572 days, 20:47:46",2013-01-31 07:05:05,2010-02-01 10:32:08,2011-08-28 07:19:54,6329
472,0,4,476,"572 days, 22:36:33",2013-01-15 03:29:42,2010-02-01 10:32:08,2011-08-28 09:08:41,6917
119,1,23,143,"572 days, 22:56:47",2013-01-29 11:27:25,2010-02-01 10:32:08,2011-08-28 09:28:55,8122
346,13,70,429,"573 days, 2:07:01",2013-02-07 07:40:53,2010-03-10 07:24:22,2011-10-04 09:31:23,5523
295,1,78,374,"573 days, 14:53:15",2013-01-12 02:30:54,2010-02-01 10:32:08,2011-08-29 01:25:23,5895
3,0,20,23,"573 days, 19:54:46",2013-01-03 08:04:27,2010-02-01 10:32:08,2011-08-29 06:26:54,1810
239,7,77,323,"573 days, 23:47:39",2013-01-31 00:49:05,2010-02-01 10:32:08,2011-08-29 10:19:47,4253
499,4,6,509,"574 days, 16:36:30",2013-02-02 01:50:31,2010-02-01 10:32:08,2011-08-30 03:08:38,8955
401,2,10,413,"574 days, 17:04:11",2013-02-01 02:40:57,2010-02-01 10:32:08,2011-08-30 03:36:19,6633
135,1,23,159,"574 days, 20:50:13",2013-01-30 10:04:40,2010-02-01 10:32:08,2011-08-30 07:22:21,9889
1,0,0,1,"575 days, 0:09:01",2011-08-30 10:41:09,2010-02-01 10:32:08,2011-08-30 10:41:09,7582
17,0,7,24,"575 days, 21:11:19",2013-01-08 03:32:34,2010-02-01 10:32:08,2011-08-31 07:43:27,5995
7,0,80,87,"575 days, 23:24:54",2013-01-30 06:08:44,2010-02-01 10:32:08,2011-08-31 09:57:02,210
2,0,31,33,"576 days, 0:55:46",2013-01-29 01:52:38,2010-02-01 10:32:08,2011-08-31 11:27:54,7015
26,28,22,76,"577 days, 13:46:53",2013-02-06 01:29:06,2010-02-01 10:32:08,2011-09-02 00:19:01,1283
501,2,0,503,"577 days, 17:21:18",2013-01-31 09:45:50,2010-06-05 08:49:21,2012-01-04 02:10:39,7884
553,0,71,624,"578 days, 14:10:09",2013-01-28 00:35:41,2010-02-01 10:32:08,2011-09-03 00:42:17,17
725,3,98,826,"578 days, 15:47:37",2013-01-25 06:52:29,2010-02-01 10:32:08,2011-09-03 02:19:45,2054
306,1,0,307,"578 days, 19:05:35",2013-01-29 11:25:15,2010-02-01 10:32:08,2011-09-03 05:37:43,4590
0,0,32,32,"578 days, 22:38:27",2013-01-22 02:02:21,2010-02-01 10:32:08,2011-09-03 09:10:35,5104
11,0,2,13,"579 days, 14:20:03",2012-12-16 11:11:16,2010-02-01 10:32:08,2011-09-04 00:52:11,7650
662,0,57,719,"579 days, 14:52:59",2013-01-31 07:00:15,2010-02-01 10:32:08,2011-09-04 01:25:07,5742
342,1,21,364,"579 days, 19:42:22",2012-12-26 04:57:22,2010-02-01 10:32:08,2011-09-04 06:14:30,5119
16,5,33,54,"579 days, 21:45:48",2013-02-05 02:57:20,2010-02-01 10:32:08,2011-09-04 08:17:56,381
182,2,53,237,"580 days, 19:42:20",2013-01-31 10:18:04,2010-02-01 10:32:08,2011-09-05 06:14:28,8565
1,0,43,44,"580 days, 22:23:30",2013-01-26 06:55:53,2010-02-01 10:32:08,2011-09-05 08:55:38,9559
168,0,24,192,"580 days, 23:37:32",2013-01-27 00:16:55,2010-02-01 10:32:08,2011-09-05 10:09:40,3952
167,0,216,383,"581 days, 20:02:01",2013-01-27 06:49:11,2010-02-01 10:32:08,2011-09-06 06:34:09,2250
259,0,35,294,"582 days, 1:19:20",2013-01-31 00:58:44,2010-02-01 10:32:08,2011-09-06 11:51:28,1849
638,30,22,690,"583 days, 13:51:49",2013-01-31 09:35:59,2010-02-01 10:32:08,2011-09-08 00:23:57,7194
715,0,1,716,"583 days, 17:25:23",2013-01-19 10:59:10,2010-02-01 10:32:08,2011-09-08 03:57:31,3655
110,0,13,123,"583 days, 22:23:17",2013-01-30 00:51:40,2010-02-01 10:32:08,2011-09-08 08:55:25,977
22,0,6,28,"584 days, 17:10:36",2013-01-31 06:31:40,2010-02-01 10:32:08,2011-09-09 03:42:44,4953
375,0,0,375,"584 days, 21:54:14",2013-01-27 11:00:13,2010-02-01 10:32:08,2011-09-09 08:26:22,7796
3,4,106,113,"585 days, 0:31:23",2013-02-03 01:27:05,2010-02-01 10:32:08,2011-09-09 11:03:31,2530
74,0,180,254,"585 days, 17:40:31",2012-12-07 02:55:29,2010-02-01 10:32:08,2011-09-10 04:12:39,106
332,1,3,336,"585 days, 18:29:56",2013-01-31 08:49:56,2010-02-01 10:32:08,2011-09-10 05:02:04,3093
507,0,35,542,"585 days, 22:43:26",2013-01-29 05:51:37,2010-02-01 10:32:08,2011-09-10 09:15:34,9747
5,4,17,26,"586 days, 13:39:35",2013-02-06 01:40:43,2010-02-01 10:32:08,2011-09-11 00:11:43,2257
13,3,5,21,"586 days, 15:28:50",2013-02-01 01:40:30,2010-02-01 10:32:08,2011-09-11 02:00:58,6195
5,28,21,54,"586 days, 18:24:08",2013-02-02 06:36:50,2010-02-01 10:32:08,2011-09-11 04:56:16,8724
8,1,0,9,"586 days, 19:03:51",2013-01-30 02:22:47,2010-02-01 10:32:08,2011-09-11 05:35:59,6257
16,1,33,50,"587 days, 0:25:53",2013-01-25 10:42:54,2010-02-01 10:32:08,2011-09-11 10:58:01,8553
67,2,15,84,"587 days, 14:34:37",2013-02-06 11:23:07,2010-02-01 10:32:08,2011-09-12 01:06:45,7462
197,0,13,210,"587 days, 16:35:54",2013-01-28 09:06:01,2010-02-01 10:32:08,2011-09-12 03:08:02,1134
189,1,32,222,"587 days, 20:50:52",2013-01-28 07:54:03,2010-02-01 10:32:08,2011-09-12 07:23:00,671
7,0,2,9,"587 days, 21:52:07",2012-09-18 03:56:09,2010-02-01 10:32:08,2011-09-12 08:24:15,9841
14,2,0,16,"588 days, 7:58:39",2012-12-31 09:00:37,2010-05-06 01:20:04,2011-12-15 09:18:43,4458
223,1,2,226,"589 days, 0:07:37",2013-01-05 01:34:30,2010-02-01 10:32:08,2011-09-13 10:39:45,4898
